,english_name,french_name,spanish_name,Country,ISO639-3_codes,endangerment_degree,alternate_names,name_in_the_language,number_of_speakers,Latitude,Longitude,location_description,GDP_per_capita_US_dollars,expenditure_on_research_and_development_GDP_percentage,co2_emissions_percapita_metric_tons,tourist_arrivals_thousands,threatened_species_total_number,expenditure_on_secondary_education,population_mid_year_estimates_millions,international_migrants_number,land_area_thousand_hectars,internet_usage_percentage_of_people,expenditure_on_education_percentage_GDP,expenditure_on_health_percentage_of_GDP,continent,family,language_vitality_level,country_vitality_level,Continent
2268,Sām,sām,saam / saamo,Nepal,raq,Severely endangered,साम; Saam,NA,23,27.3595,86.9979,"Saṅkhuvā Sabhā and Bhojpur districts, along Irkhuvā river",603,0.3,0.2,603,93,1090,27.01,581889,14335,7.9,3.8,5,NA,NA,3,3.85915493,Asia
2269,Southwestern Tlapanec,tlapanèque sud-occidental,tlapaneco suroccidental,Mexico,NA,Vulnerable,NA,NA,23,16.9629,-99.0953,"Municipality of Ayutla de los Libres, state of Guerrero",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,5,3.846153846,North America
2270,Alawa,alawa,alava,Australia,alh,Critically endangered,NA,NA,22,-16.4676,134.0771,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Mangarrayi-Maran,2,2.935185185,Oceania
2271,Tobian,tobien,tobiano,Palau,tox,Critically endangered,"Tobi, Hatobohei",NA,22,2.9594,131.8084,Tabi (Hatobohei) Island,10220,NA,NA,85,128,1,0.02,5490,46,NA,7.5,11.6,Papunesia,Austronesian,2,2.5,Oceania
2272,Bara (Brazil),bará (Brésil),bará (Brasil),Brazil,"pok, bao",Vulnerable,"Waípinõmakã, Waimajã",NA,21,0.3515,-68.9721,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
2273,Ixcatec,ixatèque,ixcateco,Mexico,ixc,Critically endangered,xwja,NA,21,17.8493,-97.181,"Locality of Santa María Ixcatlán in the municipality of Santa María Ixcatlán, state of Oaxaca",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,North America,Otomanguean,2,3.846153846,North America
2274,Añu,anun,paraujano,Venezuela (Bolivarian Republic of),pbg,Critically endangered,Paraujano,NA,20,11.022,-71.7352,"Sinamaica, Santa Rosa de Agua, El Moján, islas de Toas y San Carlos (northwest of Zulia state, Venezuela)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.676470588,Unspecified
2275,Barzani Jewish Neo-Aramaic (Israel),judéo-araméen barszani (Israël),neo-arameo judío barzani (Israel),Israel,bjf,Critically endangered,"Lishan Didan, Lishan Dideni, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",NA,20,31.7888,35.1947,Jerusalem and vicinity.  Population originally immigrated from the province of Irbil in Iraqi Kurdistan.,31852,3.9,9,2803,131,341,7.35,1956190,2164,67.5,5.5,7,NA,NA,2,3.307692308,Asia
2276,Bom,bom,bom,Sierra Leone,bmf,Severely endangered,NA,NA,20,7.3188,-11.9915,NA,402,NA,NA,39,131,160,6.42,79265,7218,0.6,2.7,10.9,Africa,Atlantic-Congo,3,1.8,Africa
2277,Bundjalung,bandjalang,banyalango,Australia,bdy,Severely endangered,NA,NA,20,-28.9998,152.9077,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,3,2.935185185,Oceania
2278,Chung (Cambodia),chung (Cambodge),sa-och (Camboya),Cambodia,scq,Critically endangered,Chu-ung,NA,20,10.6875,103.8084,NA,786,0,0.3,2508,204,286,14.31,82028,17652,1.3,1.5,6.9,NA,NA,2,2.684210526,Asia
2279,Dusner,dusner,dusner,Indonesia,dsn,Critically endangered,NA,NA,20,-2.7139,134.3888,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,2,3.577181208,Asia
2280,Forest Enets,enets des forêts,éncico de los bosques,Russian Federation,enf,Critically endangered,Bay; бай,NA,20,68.6836,86.2727,the village of Potapovo in Dudinka County in the former Taymyr (Dolgan and Nenets) Autonomous District,10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Uralic,2,3.135135135,Europe
2281,Foya,foya,foya,Indonesia,NA,Critically endangered,NA,NA,20,-2.4107,138.6996,"Upper Bu River, Irian Jaya",3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,NA,NA,2,3.577181208,Asia
2282,Hermit,hermit,hermit,Papua New Guinea,llf,Critically endangered,NA,NA,20,-2.0869,146.9311,Manus,1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,Papunesia,Austronesian,2,3.214285714,Oceania
2283,Jawoyn,djauan,jawan,Australia,djn,Severely endangered,"Djauan, Jawan, Adowen, Kumertuo, Jawony.",NA,20,-14.2004,132.55,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Gunwinyguan,3,2.935185185,Oceania
2284,Kamasa,kamasa,kamasa,Papua New Guinea,klp,Critically endangered,NA,NA,20,-6.95,146.2,Morobe,1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,Papunesia,Angan,2,3.214285714,Oceania
2285,Kanakanabu,kanakanabu,kanakanabu,China,xnb,Critically endangered,Kanabu,NA,20,23.1463,120.6782,Taiwan Province,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,NA,NA,2,3.587837838,Asia
2286,Kembra,kembra,kembra,Indonesia,xkw,Critically endangered,NA,NA,20,-3.908,140.3942,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Lepki-Murkim-Kembra,2,3.577181208,Asia
2287,Kilen,kilen,kilen,China,gld,Critically endangered,"Sungari Nanay, Sungari Nanai; Akani",NA,20,47.4689,133.8574,"Raohe County in the northeast of Heilongjiang Province, China; possibly also Pozharskoye County in Maritime (Primor’ye) Region, the Russian Federation",4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,Eurasia,Tungusic,2,3.587837838,Asia
2288,Kilen,kilen,kilen,Russian Federation,gld,Critically endangered,"Sungari Nanay, Sungari Nanai; Akani",NA,20,47.4689,133.8574,"Raohe County in the northeast of Heilongjiang Province, China; possibly also Pozharskoye County in Maritime (Primor’ye) Region, the Russian Federation",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Tungusic,2,3.135135135,Europe
2289,Kim,kim,krim,Sierra Leone,krm,Critically endangered,Krim,NA,20,7.2425,-11.9476,NA,402,NA,NA,39,131,160,6.42,79265,7218,0.6,2.7,10.9,Africa,Atlantic-Congo,2,1.8,Africa
2290,Koko Bera,koko-bera,gugubera,Australia,kkp,Severely endangered,"Gugubera, Kukubera, Koko Pera, Berang, Paperyn, Kok Kaber",NA,20,-15.6865,141.5917,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,3,2.935185185,Oceania
2291,Kulina Páno,kulina páno,culina,Brazil,xpk,Severely endangered,Culina,NA,20,-5.6597,-71.5429,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,3,3.747368421,South America
2292,Leco,leco,leco,Bolivia (Plurinational State of),lec,Critically endangered,Leko. Burua.,NA,20,-15.586,-67.9064,On Guanay and Coroico rivers (department of La Paz).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,NA,2,3.128205128,Unspecified
2293,Loun,loun,loun,Indonesia,lox,Critically endangered,NA,NA,20,-2.8717,128.8366,"West Seram Island, Maluku",3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,2,3.577181208,Asia
2294,Mander,mander,mander,Indonesia,mqr,Critically endangered,NA,NA,20,-2.4341,138.7284,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Tor-Orya,2,3.577181208,Asia
2295,Mangarla,mangala,mangala,Australia,mem,Critically endangered,"Mangalaa, Mangala, Manala, Minala, Djawali, Djuwali, Jiwali, Jiwarli, Koalgurdi, Yalmbau",NA,20,-20.159,122.6513,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,2,2.935185185,Oceania
2296,Maringarr,maringarr,maringarr,Australia,zmt,Critically endangered,"Marenggar, Maringa.",NA,20,-14.1525,129.6166,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Western Daly,2,2.935185185,Oceania
2297,Nataoran,nataoran,amí nataorano,China,ais,Critically endangered,"Nataoran Amis, Sakizaya, Sakiray",NA,20,24.0088,121.5898,Taiwan Province,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,NA,NA,2,3.587837838,Asia
2298,Nez Perce,nez-percé,nez-percés,United States of America,nez,Critically endangered,NA,NA,20,46.4347,-116.8268,"The Upriver dialect is spoken by a handful of elders at Kamiah and Lapwai on the Nez Perce Reservation in north-central Idaho, and several more on the Colville Reservation in eastern Washington.  The Downriver dialect is mainly preserved by a few speakers on the Umatilla Reservation in Oregon",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Sahaptian,2,2.40969163,Unspecified
2299,Nisvai,nisvai,nisvai,Vanuatu,psw,Critically endangered,Vetbon,NA,20,-16.4492,167.7117,Malekula,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,Papunesia,Austronesian,2,3,Oceania
2300,Nyamal,nyamal,ñamal,Australia,nly,Severely endangered,"Gnamo, Namel, Njamal, Njamarl, Nyamel.",NA,20,-21.4019,119.3225,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Pama-Nyungan,3,2.935185185,Oceania
2301,Nyikina,nyigina,nyigina,Australia,nyh,Severely endangered,"Nyigina, Nyikina, Njigina.",NA,20,-18.2613,124.6179,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,3,2.935185185,Oceania
2302,Panamint,panamint,panamint,United States of America,par,Critically endangered,"Tümpisa Shoshone,",NA,20,36.4555,-116.8666,"Communities are located in Lone Pine, Death Valley, and Darwin, California and Beatty, Nevada.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Uto-Aztecan,2,2.40969163,Unspecified
2303,Pite Saami,pite saami,saamí de Pite,Norway,sje,Critically endangered,Arjeplog Saami,NA,20,66.0447,17.8857,originally most parts of Arjeplog County in Norrbotten Province (Pite Lappmark) in Sweden and adjacent area in Norway,87754,1.7,8.2,4767,36,243,4.89,524601,36524,93.4,6.7,8.9,Eurasia,Uralic,2,3.166666667,Europe
2304,Pite Saami,pite saami,saamí de Pite,Sweden,sje,Critically endangered,Arjeplog Saami,NA,20,66.0447,17.8857,originally most parts of Arjeplog County in Norrbotten Province (Pite Lappmark) in Sweden and adjacent area in Norway,52801,3.2,5,5183,29,394,9.39,1337214,41034,90,6.5,8.3,Eurasia,Uralic,2,3.444444444,Europe
2305,Qawasqar,kawesqar,kahuéskar,Chile,alc,Critically endangered,"Kawesqar, Alacaluf",NA,20,-49.6391,-74.3554,"Puerto Edén, on Wellington Island, Magallanes region, Chile",12808,0.3,4,2801,145,992,17.06,375388,74353,45,4.2,6.8,South America,Kawesqar,2,2.714285714,South America
2306,Red Gelao (Viet Nam),gelao rouge (Viet Nam),gelao rojo (Vietnam),Viet Nam,gir,Critically endangered,"A-ou, A-uo, Voa De, Van To",NA,20,23.1666,105.25,NA,1318,0.2,1.4,5050,424,NA,87.97,61756,31007,30.7,5.1,6,NA,NA,2,3.821428571,Unspecified
2307,Somyev,somyewe,somieve,Cameroon,kgt,Critically endangered,Somyewe,NA,20,6.9318,11.5136,NA,1285,NA,0.2,573,624,373,20.34,291474,47271,4.3,3,3.8,Africa,Atlantic-Congo,2,2.416666667,Africa
2308,Somyev,somyewe,somieve,Nigeria,kgt,Critically endangered,Somyewe,NA,20,6.9318,11.5136,NA,2292,0.1,0.4,1555,297,4047,158.5,990494,91077,11.5,NA,3.3,Africa,Atlantic-Congo,2,2.655172414,Africa
2309,Ume Saami,saami ume,saamí de Ume,Sweden,sju,Critically endangered,NA,NA,20,65.1091,18.2153,"Arvidsjaur County and the southeastern corner of Arjeplog County in Norrbotten Province (Pite Lappmark) and Malå and Sorsele counties and the northern Tärna region in Storuman County in Västerbotten Province (Lycksele Lappmark), Sweden; formerly also Rana County in Nordland Province, Norway",52801,3.2,5,5183,29,394,9.39,1337214,41034,90,6.5,8.3,Eurasia,Uralic,2,3.444444444,Europe
2310,Usku,usku,usku,Indonesia,ulf,Critically endangered,NA,NA,20,-3.5449,140.7499,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,NA,2,3.577181208,Asia
2311,Vote,vote,votiano,Russian Federation,vot,Critically endangered,"“Votian”, “Votic”; “Vod” (incorrect)",NA,20,59.5858,28.4518,"Kingisepp County in the west of St. Petersburg (Leningrad) Province, concentrated in the villages of Krakol’e (Jõgõperä) and Peski-Luzhitsy (Liivtšülä-Luuditsa), until recently also in Kotly (Kattila) and Mezhniki (Rajo), which belong to the area of the Western dialect; the last speakers of Eastern Vote, in Icipino (Itšäpäivä), died probably in the 1960s, and those of the distinct, Ingrian-influenced dialect of Kurovitsy (Kukkusi) in the 1980s",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,NA,NA,2,3.135135135,Europe
2312,Wajarri,wadjari,watjari,Australia,wbv,Severely endangered,"Watjari, Watjarri, Wadjari, Wadjeri.",NA,20,-26.8841,116.6748,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Pama-Nyungan,3,2.935185185,Oceania
2313,Wambaya,wambaya,huambaya,Australia,wmb,Critically endangered,"Wambaia, Wambaja, Wombya, Wom-By-A, Umbaia, Yumpia.",NA,20,-17.7696,134.923,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Mirndi,2,2.935185185,Oceania
2314,Warekena (Brazil),warekena (Brésil),guarequena (Brasil),Brazil,gae,Critically endangered,"Uarequena, Werekena",NA,20,0.7909,-68.3789,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2315,White Gelao (Viet Nam),gelao blanc (Viet Nam),gelao blanco (Vietnam),Viet Nam,giw,Severely endangered,"Duoluo, Tu Du",NA,20,23.2,105.3333,NA,1318,0.2,1.4,5050,424,NA,87.97,61756,31007,30.7,5.1,6,NA,NA,3,3.821428571,Unspecified
2316,Mixtec of Tlaltempan,mixtèque de Tlaltempan,Mixteco de Tlaltempan,Mexico,NA,Definitely endangered,"da' an davi, de' e dau",NA,19,18.6166,-98.0833,"Municipality of Santa Catarina Tlaltempan, state of Puebla",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,4,3.846153846,North America
2317,Uruak,awaké-uruak,arutaní,Venezuela (Bolivarian Republic of),atx,Critically endangered,"Arutani, Awakê",NA,19,3.9957,-63.5888,"State of Bolívar, Venezuela. State of Roraima, Brazil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,Arutani,2,3.676470588,Unspecified
2318,Pacahuara,pacawara,acahuara,Bolivia (Plurinational State of),pcp,Critically endangered,NA,NA,18,-11.4369,-65.6762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South America,Pano-Tacanan,2,3.128205128,Unspecified
2319,Ririo,ririo,ririo,Solomon Islands,rri,Critically endangered,NA,NA,18,-6.91,156.9671,Choiseul,1363,NA,NA,21,220,14,0.53,2760,2799,5,9.9,10.3,Papunesia,Austronesian,2,2.944444444,Oceania
2320,Ava-Canoeiro,avá-canoeiro,avá-canoeiro,Brazil,avv,Critically endangered,"Canoeiro, Carijó, Índios Negros, Cara Preta",NA,16,-14.0847,-48.0418,"Brazil, States of Goiás and Tocantins",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2321,Chorotega,chorotega,chorotega,Costa Rica,NA,Critically endangered,NA,NA,16,9.8991,-83.6855,Near Turrialba according to Ethnologue,8142,0.5,1.4,2100,285,127,4.58,405779,5106,36.5,6.6,8.1,North America,Bookkeeping,2,3.375,North America
2322,Ainu (Hokkaido),aïnou (Hokkaido),ainú (Hokkaido),Japan,ain,Critically endangered,NA,NA,15,43.2612,142.8222,the island of Hokkaido,44344,3.1,8.8,8611,330,3657,128.54,2134151,36450,78.2,3.6,9.2,NA,NA,2,3.5,Asia
2323,Jaminjung,djamindjung,djamindjung,Australia,djd,Severely endangered,Djamindjung. Dialects: Ngaliwuru (Ngaliwerra); Murrinh-Yuwanh - the Murrinhpatha name for its southern neighbour,NA,15,-15.2417,130.5725,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Mirndi,3,2.935185185,Oceania
2324,Mwesen,mwesen,mosina,Vanuatu,msn,Critically endangered,Mosina,NA,15,-13.874,167.5415,"Vanua Lava Island, Banks Islands",2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,NA,NA,2,3,Oceania
2325,Sechelt,sechelt,sechelt,Canada,sec,Critically endangered,NA,NA,15,50.0846,-123.7437,Spread over 1 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,North America,Salishan,2,3.322580645,North America
2326,Tanana,tanana,tanana,United States of America,taa,Critically endangered,Lower Tanana,NA,15,64.605,-149.0625,"villages of Minto and Nenana, was also spoken in a number of villages on the Tanana River",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
2327,Ingalik,ingalik,ingalik,United States of America,ing,Critically endangered,"Deg Xinag, Deg Hit'an",NA,14,62.1655,-156.3134,NA,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
2328,Jingulu,jingulu,chunguloo,Australia,jig,Severely endangered,"Djingili, Djingulu, Jingali, Tjingilu, Chingalee, Djingila, Lee, Chunguloo, Tchingalee, Jingulu",NA,14,-17.3716,134.187,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Mirndi,3,2.935185185,Oceania
2329,Zapotec of Mixtepe,zapotèque de Mixtepe,zapoteco mixtepeco,Mexico,zpm,Critically endangered,dizde,NA,14,16.2666,-96.3666,"Locality of San Agustín Mixtepec, state of Oaxaca",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,2,3.846153846,North America
2330,Woria,woria,woria,Indonesia,wor,Critically endangered,NA,NA,13,-2.4011,136.4886,Irian Jaya,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Geelvink Bay,2,3.577181208,Asia
2331,Aruá,aruá,aruá,Brazil,arx,Severely endangered,NA,NA,12,-12.0285,-64.7094,"The group lives in indigenous lands of Rio Branco, Posto Indígena Rio Guaporé, southern Rondônia",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,3,3.747368421,South America
2332,Han (United States of America),han (États-Unis d'Amérique),han (Estados Unidos),United States of America,haa,Critically endangered,Han-Kutchin,NA,12,64.7837,-141.2172,"Eagle, Alaska and Dawson in Canada",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
2333,Hupa,hupa,hupa,United States of America,hup,Critically endangered,NA,NA,12,41.7624,-123.7028,Hoopa Valley Reservation in northwest California,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Athabaskan-Eyak-Tlingit,2,2.40969163,Unspecified
2334,Karuk,karuk,karuk,United States of America,kyh,Severely endangered,Karok,NA,12,41.7929,-123.3763,Karuk Tribe of the Klamath River in northwestern California,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,3,2.40969163,Unspecified
2335,Makah,makah,makah,United States of America,myh,Critically endangered,NA,NA,12,48.3658,-124.6118,"Southern Wakashan language spoken by the Makah Tribe, at Neah Bay on the northwest tip of the Olympic Peninsula in Washington State.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Wakashan,2,2.40969163,Unspecified
2336,Ngaatjatjara,ngaatjatjara,engaachachara,Australia,NA,Severely endangered,NA,NA,12,-25.1651,127.3535,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,3,2.935185185,Oceania
2337,Ngaliwuru,ngaliwuru,engaliwuru,Australia,djd,Critically endangered,NA,NA,12,-15.5595,131.0614,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,2,2.935185185,Oceania
2338,Ofayé,ofayé,opayé,Brazil,opy,Critically endangered,"Ofaié, Opayé, Ofayé-Xavante",NA,12,-21.361,-52.0532,"The group lives in the indigenous lands Ofaié-Xavante, Brasilândia Municipality, Mato Grosso do Sul State - Brazil.",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,South America,Nuclear-Macro-Je,2,3.747368421,South America
2339,Umpila,umpila,umpila,Australia,ump,Severely endangered,NA,NA,12,-13.0366,143.3386,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Pama-Nyungan,3,2.935185185,Oceania
2340,Yurok,yurok,yurok,United States of America,yur,Critically endangered,NA,NA,12,41.0607,-124.1413,"Yurok Tribe of northwestern California and of three nearby independent rancherias of Yurok heritage, Reseghini, Big Lagoon, and Trinidad (Cher-Ae).",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Algic,2,2.40969163,Unspecified
2341,Kinikinau,kinikinau,kinikinau,Brazil,gqn,Critically endangered,"Kinikinao, Guaná",NA,11,-21.0685,-56.2765,"Aldeia São Joâo, RI Kadiwéu, Municipality of Porto Murtinho, West of the Mato Grosso do Sul State (MS). Some Kinikinau live in Terena villages, in MS.",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2342,Wagiman,wagiman,wageman,Australia,waq,Severely endangered,"Wageman, Wogeman.",NA,11,-14.1845,131.6546,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,3,2.935185185,Oceania
2343,Achumawi,achumawi,achumawi,United States of America,acv,Critically endangered,NA,NA,10,40.8816,-122.6715,"Both Achumawi and Atsugewi are heritage languages of the Pit River Tribe, which is organized into 11 bands representing the tribal groups with traditional territory along Pit River.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Palaihnihan,2,2.40969163,Unspecified
2344,Arho,arho,aro,New Caledonia (France),aok,Critically endangered,NA,NA,10,-21.274,165.0503,Poya region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.894736842,Unspecified
2345,Arikara,arikara,arikara,United States of America,ari,Critically endangered,NA,NA,10,47.648,-101.8327,"The modern Arikara, one of the Three Affiliated Tribes, share the Fort Berthold Reservation in North Dakota with the Mandan and Hidatsa, primarily in the communities of White Shield and Parshall.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Caddoan,2,2.40969163,Unspecified
2346,Ayizi,ayizi,ayizi,China,yyz,Critically endangered,"Bai Yi, Bai Luoluo",NA,10,24.5964,103.7329,NA,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,Eurasia,Sino-Tibetan,2,3.587837838,Asia
2347,Bangsa,bangsa,Bangsa,Vanuatu,NA,Critically endangered,NA,NA,10,-16.146,167.389,Malekula,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,NA,NA,2,3,Oceania
2348,Ch'orti' (Honduras),ch’orti' (Honduras),chortí (Honduras),Honduras,caa,Critically endangered,Chorti,NA,10,14.9364,-88.865,Department of Copán,1904,0,0.9,863,240,251,8.32,27288,11189,11.1,5.9,8.7,NA,NA,2,2.875,North America
2349,Chung (Thailand),chung (Thaïlande),sa-och (Tailandia),Thailand,scq,Critically endangered,"Saoch, Ut, Chu-ung",NA,10,14.4897,99.1661,NA,5076,0.2,3.3,15936,477,2009,67.2,3234381,51089,22.4,4.8,3.4,NA,NA,2,3.5,Asia
2350,Copper Island Aleut,aleut de l'île Copper,aleutiano de la isla Copper,Russian Federation,mud,Critically endangered,“Mednyy Aleut” (refers to the Russian name of the island); алеутско-медновский,NA,10,54.7753,167.5662,"all on Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province, where Copper Island Aleuts were translocated in the 1960s; Copper Island Aleut is a mixed language of (the Attu dialect of) Aleut and Russian, which originally developed in the mid-19th century on Copper Island, the other of the Commander Islands, among Aleut speakers who had been moved there from Attu Island in Alaska",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,NA,NA,2,3.135135135,Europe
2351,Gros Ventre,atsina (gros ventre),atsina,United States of America,ats,Critically endangered,Atsina,NA,10,48.4824,-108.7639,Fort Belknap Reservation in north-central Montana,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Algic,2,2.40969163,Unspecified
2352,Gweno,gweno,gweno,United Republic of Tanzania,gwe,Critically endangered,NA,NA,10,-3.7135,37.6501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,Atlantic-Congo,2,3.333333333,Unspecified
2353,Hoti,hoti,hoti,Indonesia,hti,Critically endangered,NA,NA,10,-3.0143,130.3692,"East Seram Island, Maluku",3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,South America,NA,2,3.577181208,Asia
2354,Hulung,hulung,hulung,Indonesia,huk,Critically endangered,NA,NA,10,-2.8614,128.5606,"West Seram Island, Maluku",3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,2,3.577181208,Asia
2355,Ibu,ibu,ibu,Indonesia,ibu,Critically endangered,NA,NA,10,1.5269,127.5265,"North Halmahera Island, Maluku",3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,North Halmahera,2,3.577181208,Asia
2356,Iranxe,irantxe-mynky,irantxe,Brazil,irn,Critically endangered,"Irantxe, Manoki",NA,10,-12.6939,-57.843,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2357,Kamarian,kamarian,kamarian,Indonesia,kzx,Critically endangered,Seruawan,NA,10,-3.4366,128.5345,"West Seram Island, Maluku",3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,2,3.577181208,Asia
2358,Karajarri,karadjeri,karacheri,Australia,gbd,Critically endangered,"Karadjeri, Karajarri, Karrajarri, Garadjiri, Garadyari, Guradjara, Gard'are",NA,10,-19.0205,122.3437,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,2,2.935185185,Oceania
